query,location_canonical,kind,state,lat,lon,population,confidence
arc encounter kentucky,Kentucky,state,KY,,,0,0.93
warbington farms,,,,,,0,0.0
massage envy atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
ultimate escape game atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
panama city florida helicopter rides,Panama City,city,FL,30.15946,-85.65983,38286,0.95
boty fat,Fresno,city,CA,36.74773,-119.77237,542107,0.9
orange beach getaway,Orange,city,TX,30.09299,-93.73655,19347,0.95
spray tanning in atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
uk hote;s,,,,,,0,0.0
savannah georgia deals,Georgia,state,GA,,,0,0.93
deep house cleaning se atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
nashville getsway,Nashville,city,TN,36.16589,-86.78444,689447,0.95
parking in houston airport,Houston,city,TX,29.76328,-95.36327,2314157,0.95
6 flags atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
savannah hotel abercorn  georgia,Savannah,city,GA,32.08354,-81.09983,147780,0.95
atlanta  zoo tickets,Atlanta,city,GA,33.749,-84.38798,510823,0.95
memorial day atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
flight from london to milan,London,city,OH,39.88645,-83.44825,10060,0.95
blues festival alabama ga,Alabama,state,AL,,,0,0.93
hendersonville north carolina,Hendersonville,city,NC,35.31873,-82.46095,13814,0.95
kemer in turkey,New Providence,city,NJ,40.69843,-74.40154,12469,0.9
keyton keto,,,,,,0,0.0
georgia real estate sales person course,Georgia,state,GA,,,0,0.93
dinner movie atlanta ga,Atlanta,city,GA,33.749,-84.38798,510823,0.95
hotels in savannah district,Savannah,city,GA,32.08354,-81.09983,147780,0.95
"high museum of art, atlanta",Atlanta,city,GA,33.749,-84.38798,510823,0.95
rental yachts in clearwater florida,Clearwater,city,FL,27.96585,-82.8001,117292,0.95
womens padded cami,,,,,,0,0.0
"macon,ga",Macon,city,GA,32.84069,-83.6324,91351,0.95
funny bus atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
things to do atlanta this weekend,Atlanta,city,GA,33.749,-84.38798,510823,0.95
china bed,Bedford,city,MA,42.49065,-71.27617,12502,0.9
oil change in lithonia grorgia,,,,,,0,0.0
georgia aquarium and coca cola ticket,Georgia,state,GA,,,0,0.93
orlando holiday inn waterpark,Orlando,city,FL,28.53834,-81.37924,334854,0.95
escape rooms in geotgia,,,,,,0,0.0
cocktail class atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
gwinett county,,,,,,0,0.0
"parking on canal st in new orleans, la",New Orleans,city,LA,29.95465,-90.07507,362701,0.95
fishing charters in florida,Florida,state,FL,,,0,0.93
walking food tour atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
rgypt,,,,,,0,0.0
slingshot atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
atlanta hawk tickets,Atlanta,city,GA,33.749,-84.38798,510823,0.95
"great outdoor things to do in charlotte, nc",Charlotte,city,NC,35.22709,-80.84313,911311,0.95
atlanta fix theater,Atlanta,city,GA,33.749,-84.38798,510823,0.95
pet mobile groom atlanta ga,Atlanta,city,GA,33.749,-84.38798,510823,0.95
"trampoline park fayetteville, ga",Fayetteville,city,AR,36.06258,-94.15743,82830,0.95
la salsa restaurant,,,,,,0,0.0
florida panamacity,Florida,state,FL,,,0,0.93
greece flight deals,Greece,city,NY,43.20978,-77.69306,14519,0.95
texas sand fest 2025,Texas,state,TX,,,0,0.93
skyline atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
groupon orlando florida,Orlando,city,FL,28.53834,-81.37924,334854,0.95
beach stay in florida,Florida,state,FL,,,0,0.93
georgia state fair atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
georgia  renaissance festival,Georgia,state,GA,,,0,0.93
atlanta musems,Atlanta,city,GA,33.749,-84.38798,510823,0.95
all inclusive san francisco ca san francisco ca,San Francisco,city,CA,37.77493,-122.41942,827526,0.95
camelot by sea myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
st. pete beach florida,Florida,state,FL,,,0,0.93
bike riding in miami,Miami,city,FL,25.77427,-80.19366,487014,0.95
georgia aquarium and zoo package,Georgia,state,GA,,,0,0.93
georgia mlo,Georgia,state,GA,,,0,0.93
escape rooms atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
kids activities in atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
restore hyper wellness atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
georgia 75 hours real estatw,Georgia,state,GA,,,0,0.93
"orange beach, fl",Orange,city,TX,30.09299,-93.73655,19347,0.95
romantic atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
yacht parties in miami,Miami,city,FL,25.77427,-80.19366,487014,0.95
georgia aquarium aqua pass,Georgia,state,GA,,,0,0.93
shreveport casino,Shreveport,city,LA,32.52515,-93.75018,187593,0.95
atlanta airport marriott parking,Atlanta,city,GA,33.749,-84.38798,510823,0.95
parking at atlanta inter,Atlanta,city,GA,33.749,-84.38798,510823,0.95
horseback riding in southwest atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
explore atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
parking near hartsfield,,,,,,0,0.0
all inclusive in panama city panamaa,Panama City,city,FL,30.15946,-85.65983,38286,0.95
atlanta  airport,Atlanta,city,GA,33.749,-84.38798,510823,0.95
cleerly scan,,,,,,0,0.0
atlanta georgie coca cola,Atlanta,city,GA,33.749,-84.38798,510823,0.95
radisson blu dubai  breakfast,,,,,,0,0.0
clear night kayak orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
atlanta restaurant deals,Atlanta,city,GA,33.749,-84.38798,510823,0.95
savana beach,Savannah,city,GA,32.08354,-81.09983,147780,0.9
florida fishing charter,Florida,state,FL,,,0,0.93
rome coloseeum,Rome,city,GA,34.25704,-85.16467,36323,0.95
indoor waterpark atlanta georgia,Atlanta,city,GA,33.749,-84.38798,510823,0.95
secret atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
"zipline in columbus, ga",Columbus,city,GA,32.46098,-84.98771,206922,0.95
flordia beaches,,,,,,0,0.0
walton beach florida,Florida,state,FL,,,0,0.93
georgia aquarum,Georgia,state,GA,,,0,0.93
palm beach airport parking,,,,,,0,0.0
water parks in georgia,Georgia,state,GA,,,0,0.93
hotels in newark new jersey,Newark,city,DE,39.68372,-75.74966,33817,0.95
sheraton near niagara falls,Niagara Falls,city,NY,43.0945,-79.05671,48916,0.95
univ of georgia tote bag,Georgia,state,GA,,,0,0.93
yxl perfume,,,,,,0,0.0
jacksonville fl ocean front hotel,Jacksonville,city,AL,33.81382,-85.7613,12222,0.95
little mexico,Mexico,city,MO,39.16976,-91.88295,11660,0.95
couples massage in austin,Austin,city,TX,30.26715,-97.74306,974447,0.95
kalahari water park/hotel,,,,,,0,0.0
"20721, maryland",Maryland,state,MD,,,0,0.93
kentucky derby women's hats,Derby,city,KS,37.54557,-97.26893,23509,0.95
deep cleaning teeth texas,Texas,state,TX,,,0,0.93
parking: sporting kansas city at austin fc,Austin,city,TX,30.26715,-97.74306,974447,0.95
typo on texas,Texas,state,TX,,,0,0.93
korea skin care,,,,,,0,0.0
rename paris parfum,Paris,city,TN,36.302,-88.32671,10150,0.95
things to do in austin for kids,Austin,city,TX,30.26715,-97.74306,974447,0.95
"hotels in san marcos, tx",San Marcos,city,TX,29.88327,-97.94139,60684,0.95
holland photo,Holland,city,MI,42.78752,-86.10893,33742,0.95
xebec,,,,,,0,0.0
scary things in austin,Austin,city,TX,30.26715,-97.74306,974447,0.95
las vegas hoover dam comedy on deck tour,Hoover,city,AL,33.40539,-86.81138,84848,0.95
peppa dallas,Dallas,city,GA,33.92371,-84.84077,12870,0.95
san antanio riverwalk boat ride,San Diego,city,CA,32.71571,-117.16472,1404452,0.9
2 day niagara falls from new jersey,Niagara Falls,city,NY,43.0945,-79.05671,48916,0.95
kalahari  waterpatk,,,,,,0,0.0
hotels in bakersfield,Bakersfield,city,CA,35.37329,-119.01871,373640,0.95
things to do in new orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
eyebrows in bakersfield,Bakersfield,city,CA,35.37329,-119.01871,373640,0.95
ridgecrest california hotels,Ridgecrest,city,CA,35.62246,-117.6709,28780,0.95
california cruise,California,city,MD,38.3004,-76.50745,11857,0.95
santa moica,,,,,,0,0.0
brakes installed in bakersfield ca,Bakersfield,city,CA,35.37329,-119.01871,373640,0.95
little washington winery classes,Washington,city,DC,38.89511,-77.03637,689545,0.95
"cockeysville, md",Cockeysville,city,MD,39.48122,-76.64386,20776,0.95
charm city clue,Baltimore,city,MD,39.29038,-76.61219,585708,0.9
"20724, laurel, md",Laurel,city,MD,39.09928,-76.84831,26215,0.95
maryland harbour,Maryland,state,MD,,,0,0.93
luba wireless lawn mpoweer,,,,,,0,0.0
go kartr,,,,,,0,0.0
milford delaware movies,Delaware,city,OH,40.29867,-83.06797,37995,0.95
maryland small arm,Maryland,state,MD,,,0,0.93
maryland party boat crab fest essex md,Essex,city,MD,39.30927,-76.47496,39262,0.95
hawaii party decor,Hawaii,state,HI,,,0,0.93
bowling timonium maryland,Maryland,state,MD,,,0,0.93
"peru, lima, hotels",Lima,city,OH,40.74255,-84.10523,37873,0.95
sky diving charleston south carolina,Charleston,city,IL,39.49615,-88.17615,21196,0.95
driveway power wash in maryland,Maryland,state,MD,,,0,0.93
ocean city md activities tio do,Ocean City,city,NJ,39.27762,-74.5746,11355,0.95
catallina island california,California,city,MD,38.3004,-76.50745,11857,0.95
iberostar waves jamaica,Jamaica,city,NY,40.69149,-73.80569,216866,0.95
ellicott city plastic surgery,Ellicott City,city,MD,39.26733,-76.79831,65834,0.95
fishing in kississimme florida,Florida,state,FL,,,0,0.93
new jersey whale watching,New Jersey,state,NJ,,,0,0.93
let’s go fest,,,,,,0,0.0
can i buy tickets for another time in georgia,Georgia,state,GA,,,0,0.93
hotels in philly or wilmington delaware,Delaware,city,OH,40.29867,-83.06797,37995,0.95
pearl spa columbia,Pearl,city,MS,32.27459,-90.13203,26462,0.95
ocean city md bike rentals,Ocean City,city,NJ,39.27762,-74.5746,11355,0.95
south river boat rentals coupon,South River,city,NJ,40.44649,-74.38598,16399,0.95
parknfly parking toronto,,,,,,0,0.0
perragon,,,,,,0,0.0
nola hauted ghoat tours,New Orleans,city,LA,29.95465,-90.07507,362701,0.9
new orleans saints chair,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
paris hilton knifes,Paris,city,TN,36.302,-88.32671,10150,0.95
cypress springs adentures,Cypress,city,TX,29.96911,-95.69717,46025,0.95
water parks in gulf shores  al,Gulf Shores,city,AL,30.24604,-87.70082,11131,0.95
cruises cruises out of new orleans,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
"helena, montana",Helena,city,AL,33.29622,-86.8436,18264,0.95
hotels rhode island newport,Newport,city,KY,39.09145,-84.49578,15354,0.95
hotel in great falls montana,Great Falls,city,VA,38.99817,-77.28832,15427,0.95
"wine tours, georgia",Georgia,state,GA,,,0,0.93
central europe,Central,city,LA,30.55435,-91.03677,28295,0.95
legoland orlando tickets,Orlando,city,FL,28.53834,-81.37924,334854,0.95
lake blackshear resort,,,,,,0,0.0
"birmingham, uk",Birmingham,city,AL,33.52066,-86.80249,196357,0.95
foothills north carolina,North Carolina,state,NC,,,0,0.93
"birmingham, alabama ultralift facelift",Birmingham,city,AL,33.52066,-86.80249,196357,0.95
let’s play hoover al,Hoover,city,AL,33.40539,-86.81138,84848,0.95
fishing orange beach or gulf shores,Orange,city,TX,30.09299,-93.73655,19347,0.95
"kona, ho",,,,,,0,0.0
"kenner, louisiana",Kenner,city,LA,29.99409,-90.24174,67091,0.95
what to do in boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
olivia rodriquez tickets boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
park and fly boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
massage near sharon,Sharon,city,PA,41.23311,-80.4934,13562,0.95
zaza spa,Spartanburg,city,SC,34.94957,-81.93205,37867,0.9
"641 lewis wharf boston, ma  02110 united states",Boston,city,MA,42.35843,-71.05977,653833,0.95
passeio de barco em boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
window tinting  boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
hollywood colorado springs botox,Colorado Springs,city,CO,38.83388,-104.82136,456568,0.95
seacrest falmouth mass,Portland,city,ME,43.65737,-70.2589,66881,0.9
new hampshire concert,New Hampshire,state,NH,,,0,0.93
boston: harbor  yacht cruise,Boston,city,MA,42.35843,-71.05977,653833,0.95
glen eli’s new hampshire,New Hampshire,state,NH,,,0,0.93
whale-watching from boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
san diedo zoo,San Diego,city,CA,32.71571,-117.16472,1404452,0.9
pedicure waltham,Waltham,city,MA,42.37649,-71.23561,63378,0.95
natalia jimenez concert,,,,,,0,0.0
boston music,Boston,city,MA,42.35843,-71.05977,653833,0.95
"park, stay, fly boston",Boston,city,MA,42.35843,-71.05977,653833,0.95
parkwhiz boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
"rayond, nh",,,,,,0,0.0
boston gay men's chorus,Boston,city,MA,42.35843,-71.05977,653833,0.95
boston to salem,Boston,city,MA,42.35843,-71.05977,653833,0.95
house cleaners lexington,Lexington,city,KY,37.98869,-84.47772,320347,0.95
redkin shampoom33.8,,,,,,0,0.0
"park n shuttle boston, ma",Boston,city,MA,42.35843,-71.05977,653833,0.95
salem new hampshire,New Hampshire,state,NH,,,0,0.93
mobile auto detailing new hampshire,Mobile,city,AL,30.69436,-88.04305,183289,0.95
rental cars boston ma,Boston,city,MA,42.35843,-71.05977,653833,0.95
parking at cruise port boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
pittsburgh pirates tockets,Pittsburgh,city,PA,40.44062,-79.99589,304391,0.95
fishing in hampton beach,Hampton,city,VA,37.02987,-76.34522,137148,0.95
"142 gardner street, boston, ma.",Boston,city,MA,42.35843,-71.05977,653833,0.95
boston duck  boats,Boston,city,MA,42.35843,-71.05977,653833,0.95
alia center waltham,Waltham,city,MA,42.37649,-71.23561,63378,0.95
acuario boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
highlight salon boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
franklin zoo boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
"supercharged in wrentham, ma",Wrentham,city,MA,42.06677,-71.32811,11251,0.95
slingshot orlando fl,Orlando,city,FL,28.53834,-81.37924,334854,0.95
north end boston food,Boston,city,MA,42.35843,-71.05977,653833,0.95
boston ferrys,Boston,city,MA,42.35843,-71.05977,653833,0.95
"metro rock, newburyport",Newburyport,city,MA,42.81259,-70.87728,17982,0.95
hop on hop off manhattan,Manhattan,city,KS,39.18361,-96.57167,56308,0.95
massage release boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
metlife new jersey,New Jersey,state,NJ,,,0,0.93
fun things to do in new hampshire,New Hampshire,state,NH,,,0,0.93
pottery class boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
boston food tours,Boston,city,MA,42.35843,-71.05977,653833,0.95
hotel burlington vermont,Burlington,city,KY,39.02756,-84.72411,15926,0.95
hilton park plaza hotel,,,,,,0,0.0
boston to providence town,Boston,city,MA,42.35843,-71.05977,653833,0.95
boston habror cruises,Boston,city,MA,42.35843,-71.05977,653833,0.95
la bonne leather,,,,,,0,0.0
la jolla jet ski,La Jolla,city,CA,32.84727,-117.2742,42808,0.95
hotels in boston downtown,Boston,city,MA,42.35843,-71.05977,653833,0.95
massage tyngsboro ma,Tyngsboro,city,MA,42.67676,-71.42451,11366,0.95
boston halal,Boston,city,MA,42.35843,-71.05977,653833,0.95
gloucester  whale watch boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
boston harbor city cruises whale,Boston,city,MA,42.35843,-71.05977,653833,0.95
masajes en boston bambat,Boston,city,MA,42.35843,-71.05977,653833,0.95
scottsdale az golf,Scottsdale,city,AZ,33.50921,-111.89903,236839,0.95
niagara fallls new york deals,York,city,PA,39.9626,-76.72774,43992,0.95
great wolf lodege pennsylvania,Pennsylvania,state,PA,,,0,0.93
great wold lodge at niagara,,,,,,0,0.0
nickelodeon university new jersey,University,city,FL,28.07389,-82.43902,41163,0.95
"hotels at niagara falls, ontario, canada",Ontario,city,CA,34.06334,-117.65089,171214,0.95
house of toli,,,,,,0,0.0
jasperalberta maligne lake tour,,,,,,0,0.0
hotels calgary airport,,,,,,0,0.0
calgary dentist,,,,,,0,0.0
"banff,alberta",,,,,,0,0.0
sauna calgary,,,,,,0,0.0
cooking class calgary,,,,,,0,0.0
calgary tourism heritage prk,,,,,,0,0.0
"sea world, san antonia",San Antonio,city,TX,29.42412,-98.49363,1526656,0.9
cedar rapids iowa golf,Cedar Rapids,city,IA,42.00833,-91.64407,130405,0.95
davenport ia pedicure,Davenport,city,IA,41.52364,-90.57764,102582,0.95
"bowlero, new jersey",New Jersey,state,NJ,,,0,0.93
highlights/ lowlights,,,,,,0,0.0
theater ticket new york,York,city,PA,39.9626,-76.72774,43992,0.95
statue of liberty new jersey state park,Liberty,city,MO,39.24611,-94.41912,30450,0.95
spirit or philadelphia,Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
miami night rides atv tours,Miami,city,FL,25.77427,-80.19366,487014,0.95
"monster jam, philadelphia pa.",Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
central jersey to jfk airport ride,Central,city,LA,30.55435,-91.03677,28295,0.95
hotels near nickelodeon theme park,,,,,,0,0.0
new jersey sojo spa,New Jersey,state,NJ,,,0,0.93
vacation packages mexico,Mexico,city,MO,39.16976,-91.88295,11660,0.95
explorer pass orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
125 jamaica,Jamaica,city,NY,40.69149,-73.80569,216866,0.95
tilghman island,,,,,,0,0.0
