name,kind,state,lat,lon,population,variants
Nutley,city,NJ,40.82232,-74.15987,27572,Franklintown|Franklinville|Spring Garden
Oakland,city,NJ,41.01315,-74.26431,13165,Oklend|Oukland|Yaughpaugh|Yawpaw|awklnd  nywjrsy|Оакланд|Окленд|Оукланд|اوکلند، نیوجرسی
Old Bridge,city,NJ,40.41483,-74.36543,23753,Oldbridge
Orange,city,NJ,40.77066,-74.23265,34457,
Palisades Park,city,NJ,40.84816,-73.99764,20743,Palisade Park|Palisehjds Park|Palisejds Park|paelliseijeupakeu|palysadys park  nyw jrsy|palysydz park  nywjrsy|Палисејдс Парк|Палисэйдс Парк|پالیسادیس پارک، نیو جرسی|پالیسیدز پارک، نیوجرسی|팰리세이즈파크
Paramus,city,NJ,40.94454,-74.07542,26974,Parames|Pyramus|paramasu|paramws  nywjrsy|prmws|Парамус|פרמוס|پاراموس، نیوجرسی|パラマス
Parsippany,city,NJ,40.85788,-74.42599,51144,Parcipany|Parcipponog|Parsippani|Percipany|Percipeny|Парсиппани
Passaic,city,NJ,40.85677,-74.12848,71085,Acquackanonk|Acquackanonk Bridge|Acquackanonk Landing|Aqueyquinunke|Haquequenunck|Pasejik Siti|Passaik|ba sai ke|pasayyk  nywjrsy|paseiku|peoseiig|pysayk  nyw jrsy|Пасејик Сити|Пассаик|פאסעיק|پاسائیک، نیوجرسی|پیسایک، نیو جرسی|パセーイク|巴賽克|퍼세이익
Paterson,city,NJ,40.91677,-74.17181,147754,Great Falls|Manchester|New Manchester|Patehrson|Patersun|Totowa|batrswn|pa te sen|paeteoseun|patason|ptrswn|ptrswn  nywjrsy|Патерсон|Патерсън|Патэрсон|פטרסון|باترسون|پترسون، نیوجرسی|پیٹرسن، نیو جرسی|แพเทอร์สัน|パターソン|帕特森|패터슨
Perth Amboy,city,NJ,40.50677,-74.26542,52682,Ambo Point|Amboy|Amboy Perth|New Perth|New Point|Pehrs Ehmboj|Pert Amboj|Perth|Perth Town|Purt Amboj|pasuanboi|peoseuaemboi|prth ambwy  nywjrsy|Перт Амбој|Пърт Амбой|Пэрс Эмбой|پرتھ امبوی، نیو جرسی|پرث امبوی، نیوجرسی|パースアンボイ|퍼스앰보이
Phillipsburg,city,NJ,40.69371,-75.19018,14515,Chintewick|Lopatcong Village|Philipsburg|Phillipsburgh
Piscataway,city,NJ,40.49927,-74.39904,56044,New Market|Piscattaway
Plainfield,city,NJ,40.63371,-74.40737,51217,Plehjnfild|Plejnfild|peulleinpildeu|plynfyld  nywjrsy|pureinfirudo|Плейнфилд|Плейнфілд|Плејнфилд|Плэйнфилд|پلینفیلد، نیوجرسی|プレインフィールド|플레인필드
Point Pleasant,city,NJ,40.08317,-74.06819,18523,Pojnt Plezant|Pojnt Plezunt|pointeupeullejeonteu|pwynt plznt  nywjrsy|Пойнт Плезънт|Појнт Плезант|پوینت پلزنت، نیوجرسی|포인트플레전트
Pompton Lakes,city,NJ,41.00538,-74.2907,11202,Pompton Lehjks|Pompton Lejks|pamptwn lyks  nywjrsy|Помптон Лејкс|Помптон Лэйкс|پامپتون لیکس، نیوجرسی
Princeton,city,NJ,40.34872,-74.65905,29603,PCT|Prince Town|Princes Town|Princetonia|Princetown|Prinston|Prinstona|Prinstun|Stony Brook|brynstwn|peulinseuteon|prinstana|prynstwn|prynstwn  nywjrsy|pu lin si dun|purinsuton|Принстон|Принстън|Փրինսթոն|פרינסטון|برينستون|پرنسٹن، نیو جرسی|پرینستون، نیوجرسی|प्रिन्स्टन|प्रिन्‍सटन|პრინსტონი|プリンストン|普林斯顿|프린스턴
Princeton Meadows,city,NJ,40.33177,-74.56377,13834,Prinston Medous|Prinston Midous|Prinston-Medous|brnstwn mydwz|brnstyn mydwz|prynstn mydwz|prynstn mydwz  nywjrsy|Принстон Медоус|Принстон Мидоус|Принстон-Медоус|برنستون ميدوز|برنستين ميدوز|پرینستن میدوز|پرینستن میدوز، نیوجرسی
Rahway,city,NJ,40.60816,-74.27765,29508,Bridgetown|Leesville|Nawakwa|Rahwack|Rakhvzj|Raway|Rjawau. Spanktown|Rovej|Spanktown|rawy  nywjrsy|Рахвзй|Ровеј|راوی، نیوجرسی
Ramsey,city,NJ,41.05732,-74.14098,15102,Ramsehj|Ramseys|Ramseys Station|Rehmsi|Remzi|ramsy  nywjrsy|Рамсэй|Ремзи|Рэмси|رامسی، نیوجرسی
Red Bank,city,NJ,40.34705,-74.06431,12204,Redbank|Rehd Bank|rd bnk  nywjrsy|Ред Банк|Рэд Банк|رد بنک، نیوجرسی
Ridgefield,city,NJ,40.83427,-74.00875,11373,English Neighbourhood|Ridzfild|Ridzhfild|ryjfyld  nywjrsy|Риджфилд|Риџфилд|ریجفیلد، نیوجرسی
Ridgefield Park,city,NJ,40.85704,-74.02153,13102,Ridzfild Park|Ridzhfild Park|ryjfyld park  nywjrsy|Риджфилд Парк|Риџфилд Парк|ریجفیلد پارک، نیوجرسی
Ridgewood,city,NJ,40.97926,-74.11653,25621,Ridzhvud|Ridzvud|ryjwwd  nywjrsy|Риджвуд|Риџвуд|ریجوود، نیوجرسی
Ringwood,city,NJ,41.11343,-74.24543,12448,Ringvud|Ringwood Manor|ryngwwd  nywjrsy|Рингвуд|رینگوود، نیوجرسی
River Edge,city,NJ,40.92871,-74.03986,11668,Riveh Ehdzh|River Edz|Riveredge|Riveredzh|Riverehdzh|Riverside|rywr aj  nywjrsy|Ривер Еџ|Риверэдж|Ривэ Эдж|Рівередж|ریور اج، نیوجرسی
Robertsville,city,NJ,40.34622,-74.28792,11297,Robertsvil|Robertsvill|rabrtswyl|rabrtswyl  nywjrsy|Робертсвил|Робертсвилл|Робертсвілл|رابرتسویل|رابرتسویل، نیوجرسی
Roselle,city,NJ,40.65223,-74.25882,21670,Rosehll|Rozel|rasl  nywjrsy|Розел|Росэлл|راسل، نیوجرسی
Roselle Park,city,NJ,40.66455,-74.26431,13670,Rosehll Park|Rozel Park|rwzl park  nywjrsy|rwzyl park  nyw jrsy|Розел Парк|Росэлл Парк|روزل پارک، نیوجرسی|روزیل پارک، نیو جرسی
Rutherford,city,NJ,40.82649,-74.10681,18690,Boiling Springs|Raderford|Razehford|radrfwrd  nywjrsy|Радерфорд|Разэфорд|رادرفورد، نیوجرسی
Saddle Brook,city,NJ,40.89899,-74.09264,13130,Saddle River|Saddlebrook
Sayreville,city,NJ,40.45927,-74.36098,44920,Roundabout|Sehjrvill|Sejrvil|Wood's Landing|syrwyl  nywjrsy|Сејрвил|Сэйрвилл|سیرویل، نیوجرسی
Sayreville Junction,city,NJ,40.46538,-74.33043,42890,
Scotch Plains,city,NJ,40.65538,-74.38987,23584,Scotchplains|Scotsplain|Wahackick
Secaucus,city,NJ,40.78955,-74.05653,19104,Sehkaukas|Sikokus|sykwks  nywjrsy|Сикокус|Сэкаукас|سیکوکس، نیوجرسی
Short Hills,city,NJ,40.74788,-74.32543,13165,Short Khils|Short-Gills|Short-Khils|shotohiruzu|shwrt hylz|shwrt hylz  nywjrsy|swrt hyls|xiao te shan|Шорт Хилс|Шорт-Гиллс|Шорт-Гіллс|Шорт-Хилс|שורט הילס|شورت هیلز|شورت هیلز، نیوجرسی|ショートヒルズ|肖特山
Somerset,city,NJ,40.4976,-74.48849,22083,Samerset|Somerseht|Somerset (New Jersey)|sa mo sai te|sam me xr set|somerusetto|Самерсет|Сомерсет|Сомерсэт|ซัมเมอร์เซ็ต|ソメルセット|萨默塞特
Somerville,city,NJ,40.57427,-74.60988,12202,Raritan|Samervil|Somersvill|sang mo wei er|swmrwyl  nywjrsy|Самервил|Сомерсвилл|سومرویل، نیوجرسی|桑莫維爾
South Old Bridge,city,NJ,40.40816,-74.35432,23233,
South Orange,city,NJ,40.74899,-74.26126,17295,Orange Dale
South Plainfield,city,NJ,40.57927,-74.41154,24290,New Brooklyn|Samptown|Saut Plejnfild|Sous Plehjnfild|plynfyld jnwby  nywjrsy|Саут Плејнфилд|Соус Плэйнфилд|پلینفیلد جنوبی، نیوجرسی
South River,city,NJ,40.44649,-74.38598,16399,Saut River|Saut-River|Saut-Ryver|Sous Riveh|Washington|rywr jnwby  nywjrsy|Саут Ривер|Саут-Ривер|Саўт-Рывер|Соус Ривэ|ریور جنوبی، نیوجرسی
Sparta,city,NJ,41.03343,-74.63849,19722,
Springfield,city,NJ,40.70491,-74.31723,14429,Springfild|Спрингфилд
Summit,city,NJ,40.71562,-74.36468,22074,Samit|Sammit|samyt  nywjrsy|seomis|Самит|Саммит|سامیت، نیوجرسی|서밋
Teaneck,city,NJ,40.8976,-74.01597,40078,
Tenafly,city,NJ,40.92538,-73.96292,14880,Tenaflaj|Tienevlie|Tienevly|teneopeullai|tnafly  nywjrsy|Тенафлай|Тенафлај|تنافلی، نیوجرسی|테너플라이
Tinton Falls,city,NJ,40.30428,-74.10042,17772,New Shrewsbury|Tintern Falls|Tinton|Tinton Fals|Tinton Fols|Tintonfalls|tyntwn falz  nywjrsy|Тинтон Фалс|Тинтон Фолс|تینتون فالز، نیوجرسی
Totowa,city,NJ,40.9051,-74.20987,10973,Totawa|Totova|twtwwa  nywjrsy|Тотова|توتووا، نیوجرسی
Trenton,city,NJ,40.21705,-74.74294,89620,Chambersburg|Lamberton|Mill Hill|Santhickan|TTN|The Falls|Trehntan|Trehnton|Trent Town|Trent's Town|Trentona|Trentonas|Trentonia|Trents Town|Trentun|itrentan|te lun dun|teulenteon|torenton|trentana|trntwn|Τρέντον|Трентон|Трентън|Трэнтан|Трэнтон|Թրենթոն|טרנטון|ترنتون|ٹرنٹن، نیو جرسی|ٹرینٹن|ट्रेंटन|ट्रेन्टन|त्रेन्तन|இட்ரென்டன்|トレントン|特伦顿|트렌턴
Union,city,NJ,40.6976,-74.2632,56771,Connecticut Farms
Union City,city,NJ,40.77955,-74.02375,69156,ECC|East Cost Cities|Junion Siti|Junion-Siti|awnywn syty  nywjrsy|you lian shi|yunieonsiti|yunionshiti|ywnywn syty|Јунион Сити|Юнион Сити|Юнион-Сити|Юніон-Сіті|יוניון סיטי|اونیون سیتی، نیوجرسی|يونيون سيتي|یونین شہر، نیو جرسی|ユニオンシティ|友聯市|유니언시티
Upper Montclair,city,NJ,40.84621,-74.20126,11565,Aper Montkler|Apper-Montkler|Upper Mont Clair|appamontokurea|Апер Монтклер|Аппер-Монтклер|آپر مونت‌کلیر|آپر مونت‌کلیر، نیوجرسی|アッパーモントクレア
Verona,city,NJ,40.82982,-74.24015,13545,Buttertown|Vernon
Waldwick,city,NJ,41.01065,-74.11792,10095,New Prospect|Voldvik|waldwyk  nywjrsy|Волдвик|والدویک، نیوجرسی
Wallington,city,NJ,40.85316,-74.11375,11716,Vallington|Volington|walyngtwn  nywjrsy|Валлингтон|Волингтон|والینگتون، نیوجرسی|ویلنگٹں، نیو جرسی
Wanaque,city,NJ,41.03815,-74.29404,11848,Vanakju|Vonakju|Whinokie|wanak  nywjrsy|Ванакю|Вонакју|واناک، نیوجرسی
Wayne,city,NJ,40.92538,-74.27654,57915,
Weehawken,city,NJ,40.76955,-74.02042,14104,Uikhoken|Vigoken|Weahawk|Wiehachen|uihoken|vikovken|wei huo ken|wwyhwqn|wyhawkn  nyw jrsy|wyhawkn  nywjrsy|Вігокен|Уихокен|וויהוקן|ویهاوکن، نیو جرسی|ویهاوکن، نیوجرسی|வீகோவ்கென்|ウィーホーケン|威活肯|威霍肯
West Freehold,city,NJ,40.24206,-74.30126,13613,
West Milford,city,NJ,41.13121,-74.36737,26968,
West New York,city,NJ,40.78788,-74.01431,53366,Vehst N'ju Jork|Vest NJujork|mghrby nyw yark  nyw jrsy|nyw ywrk ghrby  nywjrsy|weseuteunyuyog|Вест Њујорк|Вэст Нью Йорк|مغربی نیو یارک، نیو جرسی|نیو یورک غربی، نیوجرسی|웨스트뉴욕
West Orange,city,NJ,40.79871,-74.23904,48131,Freemantown|McLellan|Williamstown
Woodland Park,city,NJ,40.88982,-74.19487,12518,West Paterson
Westfield,city,NJ,40.65899,-74.34737,30548,Uehstfild|Vehstfild|Vestfild|weseuteupildeu|wstfyld  nywjrsy|Вестфилд|Вэстфилд|Уэстфилд|وستفیلد، نیوجرسی|ویسٹ فیلڈ، نیو جرسی|웨스트필드
Westwood,city,NJ,40.99121,-74.03264,11247,Vehstvud|Vestvud|wstwwd  nywjrsy|Вествуд|Вэствуд|وستوود، نیوجرسی|ویسٹووڈ، نیو جرسی
Willingboro,city,NJ,40.02789,-74.86905,31668,Levittown
Woodbridge,city,NJ,40.5576,-74.28459,19265,Vudbridzh|Woodbridg|Woodbrige|lao qiao zhenCDP|wdbrydgh|wdbrydj|wwdbryj|wwdbryj   nywjrsy|Вудбридж|Вудбрідж|ودبريدج|ودبريدغ|وودبریج|وودبریج ، نیوجرسی|老橋鎮CDP
Wyckoff,city,NJ,41.00954,-74.17292,17124,Wikoff
Albany,city,NY,42.65258,-73.75623,101228,ALB|Albania|Albanija|Albany i New York|Albany on Niwum Eoforwice|Albany on Nīwum Eoforwīce|Aurania|Beverswyck|Beverwick|Beverwyck|Ches-co-don-ta|Fort Orange|Fuyck|Ga-isch-ti-nic|Gaasch-tinick|Gaishtinic|Kaishtinic|New Orange|Olbani|Olbanis|Olmpani|Pem-pot-a-wut-hut|Pempotuwuthut|Rensselaerwyck|Scheneghtada|Shaw-na-taw-ty|Ska-neh-ta-de|Skaghnetade|Skaneghtada|Skenectadea|William Stadt|Williamstadt|albani|albany  nyw yark|albany  nywywrk|albny|alpeni|ao er ba ni|elbani|ke ba li|olbeoni|orubani|xxlbani|Όλμπανι|Албания|Олбани|Олбані|Օլբանի|אולבני|אלבאני|آلبانی، نیویورک|ألباني|ئالبانی، نیویۆرک|البانی، نیو یارک|البنی|अल्बानी|आल्बनी|एल्बानी|ஆல்பெனி|ออลบานี|ალბანი|オールバニ|奥尔巴尼|柯巴利|올버니
Amherst,city,NY,42.97839,-78.79976,122366,Amkherst|amhrst  nywywrk|amuhasuto|Амхерст|امهرست، نیویورک|アムハースト
Amsterdam,city,NY,42.93869,-74.18819,18008,Amsterdam (New York  USA)|Vedder's Mills|Veddersburg|Veedersburgh|a mu si te dan|aemseuteodaem|amstrdam|amstrdam  nywywrk|amusuterudamu|Амстердам|אמסטערדאם|آمستردام، نیویورک|أمستردام|ایمسٹرڈیم، نیو یارک|ایمسٹرڈیم،نیویارک|アムステルダム|阿姆斯特丹|앰스터댐
Arrochar,city,NY,40.59844,-74.07264,13010,
Arverne,city,NY,40.59122,-73.79597,14120,
Astoria,city,NY,40.77205,-73.93014,150165,Astorija|Hallett's Cove|aeseutolia|astwrya|Αστόρια|Астория|آستوریا|অ্যাস্টোরিয়া|애스토리아
Auburn,city,NY,42.93173,-76.56605,26985,Hardenbergh's Corners|Obern|Oburn|Os-co|Was-co|abrn|abrn  nyw yark|abwrn  nywywrk|ao ben|awbwrn|oban|obeon|Аубурн|Оберн|Обърн|آبرن|آبرن، نیو یارک|آبورن، نیویورک|أوبورن|オーバーン|奧本|오번
Babylon,city,NY,40.69566,-73.32568,12161,Babilon|New Babylon|South Huntington|Бабилон
Baldwin,city,NY,40.65649,-73.6093,24033,Baldwins|Baldwinville|Bethel|Bolduin|Fox Borough|Hick's Neck|Milburn Corners|baldwyn|Болдуин|بالدوين|بالڈون، ناساؤ کاؤنٹی، نیو یارک
Batavia,city,NY,42.99812,-78.18752,15010,Batavija|Batejvija|Botovijoo|De-o-on-go-wa|Ge-ne-un-dah-sa-is-ka|Jo-a-i-ka|The Bend|batabia|batafya|batawya  nywywrk|Батавия|Батејвија|Ботовиёо|باتافيا|باتاویا، نیویورک|バタビア
Bath Beach,city,NY,40.60455,-74.00431,33080,
Bay Shore,city,NY,40.7251,-73.24539,26337,Bayshore|Bej Shor|Bej-Shor|Keith|Mechanicville|Penataquit|bay shwr|bei xiao|bei-shori|by shwr|by shwr  nywywrk|byy swr|kan ka ji|Бей Шор|Бей-Шор|Беј Шор|ביי שור|باى شور|باي شور|بی شور|بی شور، نیویورک|ბეი-შორი|ベイ・ショア|坎卡基|貝肖|贝肖
Baychester,city,NY,40.86928,-73.83645,16274,Bay Chester
Bayside,city,NY,40.76844,-73.77708,66455,Bay Side|bei sai|bei sai de|beisaido|byysyyd|בייסייד|بی‌ساید|بے سائڈ، کوئینز|ベイサイド|貝賽|貝賽德
Beacon,city,NY,41.50482,-73.96958,14347,Beason|Beikon Neas Yorkis|Biakun|Biken|Bikon|Fishkill|Mattewan|bi ken|bikon|bykwn|bykwn  nywywrk|byqwn|Μπέικον Νέας Υόρκης|Биакун|Бикен|Бикон|Бікен|Բեքոն|ביקון|بيكون|بیکون، نیویورک|ബീക്കൺ|ビーコン|比肯
Bellmore,city,NY,40.66871,-73.52707,16218,Belmor|New Bridge|bei mo er|berumoa|blmwr|Белмор|בלמור|ベルモア|貝摩爾
Bensonhurst,city,NY,40.60177,-73.99403,60000,Benson'cherst|Bensongerst|Bensonhurst-By-The-Sea|Bensonkherst|Bensonkhjorst|ben sen she qu/bu lu ke lin xiao xiang gang-guang dong di yi|ben sen she qun|bensonhasuto de qu|bin chen xu|bnswnhrst|Μπένσονχερστ|Бенсонгерст|Бенсонхерст|Бенсонхёрст|בנסונהרסט|בענסנהוירסט|ベンソンハースト地区|宾臣墟|本森社区/布鲁克林小香港－廣東第一|本森社群
Bergen Beach,city,NY,40.62038,-73.9068,13596,
Bethpage,city,NY,40.74427,-73.48207,16429,BPA|Betpejdz|Central Park|beseupeiji|Бетпејџ|베스페이지
Binghamton,city,NY,42.09869,-75.91797,46032,BGM|Bingamton|Bingamtonas|Bingemton|Binghamton i New York|Bingkhamtun|Bingnamton|Chenango Point|bin han dun|bing-eomteon|bingamuton|bynghamtwn|bynghmtwn|bynghmtwn  nywywrk|Бингамтон|Бингемтон|Бингхамтън|Бингњамтон|Бінгемтон|בינגהמטון|بينغامتون|بینگهمتون، نیویورک|بینگہمٹن، نیو یارک|ビンガムトン|賓漢頓|賓罕頓|빙엄턴
Bohemia,city,NY,40.76926,-73.11511,10180,Bogemija|Bokhimija|bo xi mi ya|bwhymya|bwhymya  nywywrk|Богемия|Богемія|Бохимија|بوهيميا|بوهیمیا|بوهیمیا، نیویورک|波希米亚|波希米亞
Borough Park,city,NY,40.63399,-73.99681,149248,Blythebourne|Boro-Park|zi zhi shi gong yuan|Боро-Парк|בארא פארק|בורו פארק|バラ・パーク|自治市公園
Brentwood,city,NY,40.78121,-73.24623,60664,Brentud|Brentvud|brntwwd|brntwwd  nywywrk|bryntwwd|Брентвуд|Брентуд|برنتوود|برنتوود، نیویورک|برينتوود|برینٹووڈ، نیو یارک|ウェスト・ブレントウッド
Brighton,city,NY,43.14756,-77.55055,36609,Brajton|Брайтон|برائٹن، مونرو کاؤنٹی، نیو یارک
Brighton Beach,city,NY,40.57788,-73.95958,31462,Duck Hill
The Bronx,city,NY,40.84985,-73.86641,1385108,Borough of Bronx|Bronks|Bronkso|Bronx|Бронкс
Brooklyn,city,NY,40.6501,-73.94958,2736074,BK|Bklyn|Borough of Brooklyn|Breuckelen|Breukelen|Broklino|Brucclinu|Bruklin|Bruklina|Bruklinas|Comitatus Bruclinum|Kings County|Marechkawick|beulukeullin|bru klin|brukalina|brwklyn|brwqlyn|bu lu ke lin qu|burukkurin qu|kinsa ka'unti|Бруклин|Бруклін|ברוקלין|بروكلين|بروکلین|ब्रुकलीन|ब्रूकलिन|কিংস কাউন্টি|ব্রুকলিন|บรุกลิน|ბრუკლინი|ブルックリン区|布鲁克林区|브루클린
Brooklyn Heights,city,NY,40.69538,-73.99375,20256,Brookland Heights|Brooklyn Village|bu lu ke lin gao de|布鲁克林高地
Brownsville,city,NY,40.66094,-73.92014,74497,Braounsvil|Braunsvil|Braunsvill|Brown's Village|brawnzfyl   brwklyn|brwynzwwyl|bu lang si wei er|buraunzuvuiru|Μπράουνσβιλ|Браунсвил|Браунсвилл|Браунсвіл|בראונסוויל|ברוינזוויל|براونزفيل ، بروكلين|ブラウンズヴィル|布朗斯維爾
Buffalo,city,NY,42.88645,-78.87837,258071,BUF|Bafalas|Bafalo|Baffalo|Bufala|Bufalo|Bufalum|Buffalo i New York|Bupalo|Búfalo|De-o-tro-weh|De-ose-lole|Ne-o-thro-ra|New Amsterdam|Tick-e-ack-gou-ga|Tsistekeriia'kon:ke|Tsistekeriia'kón:ke|bafelo|baffalo|baffaro|baphalo|baphelo|beopeollo|bfylw  nyw yark|bupalo|bwfalw|bwfalw  nywywrk|bwfylw|pahpalo|shui niu cheng|Μπάφαλο|Бафало|Баффало|Буфала|Буфало|Буффало|Бъфало|Բուֆֆալո|באפאלא|באפלו|بفیلو، نیو یارک|بوفالو|بوفالو، نیویورک|بوفیلو|बफ़ेलो|बफेलो|பஃபலோ|బఫెలో|ಬಫಲೋ|บัฟฟาโล|ბუფალო|バッファロー|水牛城|버펄로
